Acc_x,Acc_y,Acc_z
0.75,-0.35,0.59
0.69,-0.36,0.59
0.64,-0.36,0.59
0.58,-0.33,0.58
0.52,-0.33,0.59
0.49,-0.35,0.62
0.49,-0.36,0.63
0.51,-0.37,0.63
0.52,-0.39,0.63
0.53,-0.39,0.66
0.51,-0.43,0.66
0.51,-0.5,0.63
0.73,-0.57,0.62
0.75,-0.59,0.65
0.71,-0.55,0.78
0.71,-0.59,0.78
0.73,-0.65,0.72
0.68,-0.6,0.72
0.66,-0.54,0.64
0.71,-0.6,0.53
0.76,-0.64,0.53
0.75,-0.67,0.53
0.77,-0.67,0.52
0.82,-0.67,0.49
0.84,-0.69,0.49
0.85,-0.72,0.53
0.82,-0.75,0.55
0.84,-0.75,0.51
0.91,-0.73,0.48
0.93,-0.7,0.45
0.9,-0.66,0.42
0.87,-0.67,0.42
0.87,-0.69,0.42
0.88,-0.68,0.43
0.86,-0.67,0.45
0.85,-0.65,0.47
0.84,-0.62,0.49
0.84,-0.64,0.57
0.95,-0.7,0.6
1.03,-0.73,0.61
1.03,-0.75,0.66
0.94,-0.75,0.72
0.84,-0.75,0.73
0.83,-0.73,0.73
0.84,-0.71,0.74
0.82,-0.69,0.74
0.8,-0.66,0.74
0.75,-0.64,0.75
0.54,-0.58,0.73
0.31,-0.34,0.73
0.49,-0.31,0.76
0.74,-0.44,0.59
0.71,-0.34,0.53
0.68,-0.26,0.65
0.67,-0.25,0.63
0.67,-0.27,0.59
0.69,-0.27,0.57
0.67,-0.26,0.56
0.62,-0.27,0.55
0.59,-0.29,0.54
0.57,-0.29,0.54
0.56,-0.3,0.54
0.55,-0.31,0.53
0.53,-0.32,0.51
0.46,-0.34,0.46
0.41,-0.34,0.44
0.37,-0.34,0.42
0.36,-0.32,0.42
0.33,-0.31,0.42
0.3,-0.31,0.42
0.29,-0.32,0.42
0.29,-0.33,0.42
0.29,-0.34,0.41
0.29,-0.35,0.39
0.3,-0.38,0.37
0.34,-0.42,0.37
0.41,-0.45,0.35
0.44,-0.48,0.34
0.45,-0.52,0.35
0.45,-0.56,0.38
0.44,-0.62,0.38
0.47,-0.66,0.4
0.51,-0.69,0.43
0.54,-0.71,0.48
0.55,-0.68,0.53
0.58,-0.64,0.58
0.71,-0.62,0.68
0.86,-0.64,0.71
1.06,-0.64,0.71
1.37,-0.57,0.72
1.55,-0.96,0.62
1.66,-1.04,0.66
1.64,-0.93,0.53
1.46,-0.85,0.41
1.22,-0.82,0.31
1.04,-0.82,0.27
0.9,-0.81,0.25
0.8,-0.8,0.27
0.71,-0.8,0.31
0.63,-0.81,0.35
0.55,-0.82,0.42
0.38,-0.73,0.5
0.37,-0.76,0.57
0.57,-0.87,0.62
0.53,-0.84,0.56
0.38,-0.79,0.54
0.37,-0.73,0.6
0.39,-0.73,0.61
0.4,-0.75,0.59
0.4,-0.71,0.56
0.49,-0.68,0.56
0.68,-0.59,0.56
